shape,position,space,own,equal,newBody,sameBody,nonThunk,onlyLeft,onlyRight
#contracted,125,lazyMergeSort,1,1,0,0,0,0,0
#contracted,125,merge,1,0,0,0,1,0,0
#contracted,125,mergeSort,1045,957,72,0,0,16,9
#contracted,126,inputTree,255,250,0,0,3,2,0
#contracted,126,lazyMergeSort,1,1,0,0,0,0,0
#contracted,126,merge,1,0,0,0,1,0,0
#contracted,126,mergeSort,1045,1008,29,1,0,7,1
#contracted,127,inputTree,255,251,0,0,2,2,0
#contracted,127,lazyMergeSort,1,1,0,0,0,0,0
#contracted,127,merge,1,0,0,0,1,0,0
#contracted,127,mergeSort,1045,1017,19,1,0,8,2
#contracted,128,inputTree,255,252,0,0,1,2,0
#contracted,128,lazyMergeSort,1,1,0,0,0,0,0
#contracted,128,merge,1,0,0,0,1,0,0
#contracted,128,mergeSort,1045,1032,5,2,0,6,0
#independentGaps,2,inputTree,255,252,0,0,1,2,0
#independentGaps,2,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,2,merge,1,0,0,0,1,0,0
#independentGaps,2,mergeSort,1077,1054,11,1,0,11,0
#independentGaps,3,inputTree,255,251,0,0,2,2,0
#independentGaps,3,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,3,merge,1,0,0,0,1,0,0
#independentGaps,3,mergeSort,1077,1054,8,4,0,11,0
#independentGaps,4,inputTree,255,250,0,0,3,2,0
#independentGaps,4,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,4,merge,1,0,0,0,1,0,0
#independentGaps,4,mergeSort,1077,1043,19,2,0,13,2
#independentGaps,5,inputTree,255,250,0,0,3,2,0
#independentGaps,5,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,5,merge,1,0,0,0,1,0,0
#independentGaps,5,mergeSort,1077,1043,19,2,0,13,3
#independentGaps,6,inputTree,255,249,0,0,4,2,0
#independentGaps,6,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,6,merge,1,0,0,0,1,0,0
#independentGaps,6,mergeSort,1077,1034,30,0,0,13,6
#independentGaps,7,inputTree,255,251,0,0,2,2,0
#independentGaps,7,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,7,merge,1,0,0,0,1,0,0
#independentGaps,7,mergeSort,1077,1040,20,3,0,14,5
#independentGaps,8,inputTree,255,252,0,0,1,2,0
#independentGaps,8,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,8,merge,1,0,0,0,1,0,0
#independentGaps,8,mergeSort,1077,1052,11,2,0,12,0
#independentGaps,9,inputTree,255,245,0,0,8,2,0
#independentGaps,9,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,9,merge,1,0,0,0,1,0,0
#independentGaps,9,mergeSort,1077,994,59,0,0,24,15
#independentGaps,10,inputTree,255,252,0,0,1,2,0
#independentGaps,10,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,10,merge,1,0,0,0,1,0,0
#independentGaps,10,mergeSort,1077,1054,7,6,0,10,0
#independentGaps,11,inputTree,255,252,0,0,1,2,0
#independentGaps,11,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,11,merge,1,0,0,0,1,0,0
#independentGaps,11,mergeSort,1077,1052,10,5,0,10,0
#independentGaps,12,inputTree,255,251,0,0,2,2,0
#independentGaps,12,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,12,merge,1,0,0,0,1,0,0
#independentGaps,12,mergeSort,1077,1050,10,4,0,13,3
#independentGaps,13,inputTree,255,248,0,0,5,2,0
#independentGaps,13,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,13,merge,1,0,0,0,1,0,0
#independentGaps,13,mergeSort,1077,1020,42,2,0,13,3
#independentGaps,14,inputTree,255,248,0,0,5,2,0
#independentGaps,14,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,14,merge,1,0,0,0,1,0,0
#independentGaps,14,mergeSort,1077,1021,41,2,0,13,3
#independentGaps,15,inputTree,255,250,0,0,3,2,0
#independentGaps,15,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,15,merge,1,0,0,0,1,0,0
#independentGaps,15,mergeSort,1077,1043,19,2,0,13,2
#independentGaps,16,inputTree,255,252,0,0,1,2,0
#independentGaps,16,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,16,merge,1,0,0,0,1,0,0
#independentGaps,16,mergeSort,1077,1054,11,1,0,11,0
#independentGaps,17,inputTree,255,249,0,0,4,2,0
#independentGaps,17,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,17,merge,1,1,0,0,0,0,0
#independentGaps,17,mergeSort,1077,957,93,0,0,27,25
#independentGaps,18,inputTree,255,250,0,0,3,2,0
#independentGaps,18,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,18,merge,1,0,0,0,1,0,0
#independentGaps,18,mergeSort,1077,1043,23,1,0,10,1
#independentGaps,19,inputTree,255,251,0,0,2,2,0
#independentGaps,19,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,19,merge,1,0,0,0,1,0,0
#independentGaps,19,mergeSort,1077,1043,22,1,0,11,0
#independentGaps,20,inputTree,255,252,0,0,1,2,0
#independentGaps,20,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,20,merge,1,0,0,0,1,0,0
#independentGaps,20,mergeSort,1077,1055,8,5,0,9,0
#independentGaps,21,inputTree,255,251,0,0,2,2,0
#independentGaps,21,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,21,merge,1,0,0,0,1,0,0
#independentGaps,21,mergeSort,1077,1040,26,1,0,10,2
#independentGaps,22,inputTree,255,252,0,0,1,2,0
#independentGaps,22,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,22,merge,1,0,0,0,1,0,0
#independentGaps,22,mergeSort,1077,1061,9,0,0,7,0
#independentGaps,23,inputTree,255,244,0,0,9,2,0
#independentGaps,23,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,23,merge,1,0,0,0,1,0,0
#independentGaps,23,mergeSort,1077,411,454,9,0,203,200
#independentGaps,24,inputTree,255,252,0,0,1,2,0
#independentGaps,24,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,24,merge,1,0,0,0,1,0,0
#independentGaps,24,mergeSort,1077,1051,13,2,0,11,0
#independentGaps,25,inputTree,255,250,0,0,3,2,0
#independentGaps,25,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,25,merge,1,0,0,0,1,0,0
#independentGaps,25,mergeSort,1077,1034,24,5,0,14,2
#independentGaps,26,inputTree,255,252,0,0,1,2,0
#independentGaps,26,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,26,merge,1,0,0,0,1,0,0
#independentGaps,26,mergeSort,1077,1056,8,2,0,11,0
#independentGaps,27,inputTree,255,251,0,0,2,2,0
#independentGaps,27,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,27,merge,1,0,0,0,1,0,0
#independentGaps,27,mergeSort,1077,1051,13,2,0,11,2
#independentGaps,28,inputTree,255,243,0,0,10,2,0
#independentGaps,28,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,28,merge,1,0,0,0,1,0,0
#independentGaps,28,mergeSort,1077,714,316,0,0,47,50
#independentGaps,29,inputTree,255,245,0,0,8,2,0
#independentGaps,29,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,29,merge,1,0,0,0,1,0,0
#independentGaps,29,mergeSort,1077,723,306,0,0,48,49
#independentGaps,30,inputTree,255,243,0,0,10,2,0
#independentGaps,30,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,30,merge,1,0,0,0,1,0,0
#independentGaps,30,mergeSort,1077,414,477,9,0,177,172
#independentGaps,31,inputTree,255,248,0,0,5,2,0
#independentGaps,31,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,31,merge,1,0,0,0,1,0,0
#independentGaps,31,mergeSort,1077,1031,25,4,0,17,4
#independentGaps,32,inputTree,255,252,0,0,1,2,0
#independentGaps,32,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,32,merge,1,0,0,0,1,0,0
#independentGaps,32,mergeSort,1077,1052,8,5,0,12,0
#independentGaps,33,inputTree,255,244,0,0,9,2,0
#independentGaps,33,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,33,merge,1,0,0,0,1,0,0
#independentGaps,33,mergeSort,1077,417,474,9,0,177,170
#independentGaps,34,inputTree,255,252,0,0,1,2,0
#independentGaps,34,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,34,merge,1,0,0,0,1,0,0
#independentGaps,34,mergeSort,1077,1051,11,4,0,11,0
#independentGaps,35,inputTree,255,245,0,0,8,2,0
#independentGaps,35,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,35,merge,1,0,0,0,1,0,0
#independentGaps,35,mergeSort,1077,906,110,7,0,54,38
#independentGaps,36,inputTree,255,248,0,0,5,2,0
#independentGaps,36,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,36,merge,1,0,0,0,1,0,0
#independentGaps,36,mergeSort,1077,1028,32,2,0,15,5
#independentGaps,37,inputTree,255,249,0,0,4,2,0
#independentGaps,37,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,37,merge,1,0,0,0,1,0,0
#independentGaps,37,mergeSort,1077,1033,24,5,0,15,5
#independentGaps,38,inputTree,255,252,0,0,1,2,0
#independentGaps,38,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,38,merge,1,0,0,0,1,0,0
#independentGaps,38,mergeSort,1077,1049,11,5,0,12,0
#independentGaps,39,inputTree,255,249,0,0,4,2,0
#independentGaps,39,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,39,merge,1,0,0,0,1,0,0
#independentGaps,39,mergeSort,1077,974,62,2,0,39,28
#independentGaps,40,inputTree,255,251,0,0,2,2,0
#independentGaps,40,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,40,merge,1,0,0,0,1,0,0
#independentGaps,40,mergeSort,1077,1046,13,4,0,14,0
#independentGaps,41,inputTree,255,252,0,0,1,2,0
#independentGaps,41,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,41,merge,1,0,0,0,1,0,0
#independentGaps,41,mergeSort,1077,1051,8,6,0,12,0
#independentGaps,42,inputTree,255,244,0,0,9,2,0
#independentGaps,42,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,42,merge,1,0,0,0,1,0,0
#independentGaps,42,mergeSort,1077,718,277,1,0,81,75
#independentGaps,43,inputTree,255,250,0,0,3,2,0
#independentGaps,43,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,43,merge,1,0,0,0,1,0,0
#independentGaps,43,mergeSort,1077,1045,16,4,0,12,2
#independentGaps,44,inputTree,255,251,0,0,2,2,0
#independentGaps,44,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,44,merge,1,0,0,0,1,0,0
#independentGaps,44,mergeSort,1077,1046,13,4,0,14,3
#independentGaps,45,inputTree,255,249,0,0,4,2,0
#independentGaps,45,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,45,merge,1,0,0,0,1,0,0
#independentGaps,45,mergeSort,1077,1036,24,2,0,15,3
#independentGaps,46,inputTree,255,250,0,0,3,2,0
#independentGaps,46,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,46,merge,1,0,0,0,1,0,0
#independentGaps,46,mergeSort,1077,1043,17,4,0,13,1
#independentGaps,47,inputTree,255,252,0,0,1,2,0
#independentGaps,47,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,47,merge,1,0,0,0,1,0,0
#independentGaps,47,mergeSort,1077,1051,11,3,0,12,0
#independentGaps,48,inputTree,255,251,0,0,2,2,0
#independentGaps,48,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,48,merge,1,0,0,0,1,0,0
#independentGaps,48,mergeSort,1077,1030,27,3,0,17,8
#independentGaps,49,inputTree,255,246,0,0,7,2,0
#independentGaps,49,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,49,merge,1,0,0,0,1,0,0
#independentGaps,49,mergeSort,1077,862,132,6,0,77,49
#independentGaps,50,inputTree,255,252,0,0,1,2,0
#independentGaps,50,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,50,merge,1,0,0,0,1,0,0
#independentGaps,50,mergeSort,1077,1052,10,4,0,11,0
#independentGaps,51,inputTree,255,251,0,0,2,2,0
#independentGaps,51,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,51,merge,1,0,0,0,1,0,0
#independentGaps,51,mergeSort,1077,1050,8,6,0,13,2
#independentGaps,52,inputTree,255,250,0,0,3,2,0
#independentGaps,52,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,52,merge,1,0,0,0,1,0,0
#independentGaps,52,mergeSort,1077,1038,25,2,0,12,1
#independentGaps,53,inputTree,255,252,0,0,1,2,0
#independentGaps,53,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,53,merge,1,0,0,0,1,0,0
#independentGaps,53,mergeSort,1077,1045,18,3,0,11,0
#independentGaps,54,inputTree,255,245,0,0,8,2,0
#independentGaps,54,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,54,merge,1,0,0,0,1,0,0
#independentGaps,54,mergeSort,1077,462,417,0,0,198,183
#independentGaps,55,inputTree,255,252,0,0,1,2,0
#independentGaps,55,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,55,merge,1,0,0,0,1,0,0
#independentGaps,55,mergeSort,1077,1058,6,4,0,9,0
#independentGaps,56,inputTree,255,249,0,0,4,2,0
#independentGaps,56,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,56,merge,1,0,0,0,1,0,0
#independentGaps,56,mergeSort,1077,1049,14,3,0,11,2
#independentGaps,57,inputTree,255,248,0,0,5,2,0
#independentGaps,57,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,57,merge,1,0,0,0,1,0,0
#independentGaps,57,mergeSort,1077,1033,28,3,0,13,0
#independentGaps,58,inputTree,255,249,0,0,4,2,0
#independentGaps,58,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,58,merge,1,0,0,0,1,0,0
#independentGaps,58,mergeSort,1077,1018,44,0,0,15,0
#independentGaps,59,inputTree,255,250,0,0,3,2,0
#independentGaps,59,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,59,merge,1,0,0,0,1,0,0
#independentGaps,59,mergeSort,1077,1018,44,2,0,13,0
#independentGaps,60,inputTree,255,252,0,0,1,2,0
#independentGaps,60,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,60,merge,1,0,0,0,1,0,0
#independentGaps,60,mergeSort,1077,1060,7,2,0,8,0
#independentGaps,61,inputTree,255,252,0,0,1,2,0
#independentGaps,61,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,61,merge,1,0,0,0,1,0,0
#independentGaps,61,mergeSort,1077,1060,7,2,0,8,0
#independentGaps,62,inputTree,255,243,0,0,10,2,0
#independentGaps,62,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,62,merge,1,0,0,0,1,0,0
#independentGaps,62,mergeSort,1077,481,409,3,0,184,175
#independentGaps,63,inputTree,255,251,0,0,2,2,0
#independentGaps,63,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,63,merge,1,0,0,0,1,0,0
#independentGaps,63,mergeSort,1077,1050,8,6,0,13,1
#independentGaps,64,inputTree,255,252,0,0,1,2,0
#independentGaps,64,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,64,merge,1,0,0,0,1,0,0
#independentGaps,64,mergeSort,1077,1061,7,1,0,8,0
#independentGaps,65,inputTree,255,252,0,0,1,2,0
#independentGaps,65,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,65,merge,1,0,0,0,1,0,0
#independentGaps,65,mergeSort,1077,1037,24,0,0,16,0
#independentGaps,66,inputTree,255,250,0,0,3,2,0
#independentGaps,66,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,66,merge,1,0,0,0,1,0,0
#independentGaps,66,mergeSort,1077,1045,18,2,0,12,3
#independentGaps,67,inputTree,255,251,0,0,2,2,0
#independentGaps,67,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,67,merge,1,0,0,0,1,0,0
#independentGaps,67,mergeSort,1077,1048,15,4,0,10,0
#independentGaps,68,inputTree,255,252,0,0,1,2,0
#independentGaps,68,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,68,merge,1,0,0,0,1,0,0
#independentGaps,68,mergeSort,1077,1052,8,6,0,11,0
#independentGaps,69,inputTree,255,252,0,0,1,2,0
#independentGaps,69,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,69,merge,1,0,0,0,1,0,0
#independentGaps,69,mergeSort,1077,1049,16,2,0,10,0
#independentGaps,70,inputTree,255,246,0,0,7,2,0
#independentGaps,70,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,70,merge,1,0,0,0,1,0,0
#independentGaps,70,mergeSort,1077,560,356,2,0,159,199
#independentGaps,71,inputTree,255,249,0,0,4,2,0
#independentGaps,71,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,71,merge,1,0,0,0,1,0,0
#independentGaps,71,mergeSort,1077,1000,62,0,0,15,7
#independentGaps,72,inputTree,255,249,0,0,4,2,0
#independentGaps,72,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,72,merge,1,0,0,0,1,0,0
#independentGaps,72,mergeSort,1077,997,56,4,0,20,12
#independentGaps,73,inputTree,255,252,0,0,1,2,0
#independentGaps,73,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,73,merge,1,0,0,0,1,0,0
#independentGaps,73,mergeSort,1077,1057,10,2,0,8,0
#independentGaps,74,inputTree,255,245,0,0,8,2,0
#independentGaps,74,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,74,merge,1,0,0,0,1,0,0
#independentGaps,74,mergeSort,1077,603,335,2,0,137,168
#independentGaps,75,inputTree,255,250,0,0,3,2,0
#independentGaps,75,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,75,merge,1,0,0,0,1,0,0
#independentGaps,75,mergeSort,1077,1049,15,3,0,10,1
#independentGaps,76,inputTree,255,252,0,0,1,2,0
#independentGaps,76,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,76,merge,1,0,0,0,1,0,0
#independentGaps,76,mergeSort,1077,1052,15,1,0,9,0
#independentGaps,77,inputTree,255,249,0,0,4,2,0
#independentGaps,77,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,77,merge,1,0,0,0,1,0,0
#independentGaps,77,mergeSort,1077,636,308,0,0,133,164
#independentGaps,78,inputTree,255,250,0,0,3,2,0
#independentGaps,78,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,78,merge,1,0,0,0,1,0,0
#independentGaps,78,mergeSort,1077,1052,12,3,0,10,2
#independentGaps,79,inputTree,255,252,0,0,1,2,0
#independentGaps,79,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,79,merge,1,0,0,0,1,0,0
#independentGaps,79,mergeSort,1077,1025,36,0,0,16,0
#independentGaps,80,inputTree,255,250,0,0,3,2,0
#independentGaps,80,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,80,merge,1,0,0,0,1,0,0
#independentGaps,80,mergeSort,1077,1051,16,1,0,9,0
#independentGaps,81,inputTree,255,250,0,0,3,2,0
#independentGaps,81,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,81,merge,1,0,0,0,1,0,0
#independentGaps,81,mergeSort,1077,1044,21,1,0,11,2
#independentGaps,82,inputTree,255,246,0,0,7,2,0
#independentGaps,82,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,82,merge,1,0,0,0,1,0,0
#independentGaps,82,mergeSort,1077,986,72,0,0,19,11
#independentGaps,83,inputTree,255,247,0,0,6,2,0
#independentGaps,83,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,83,merge,1,0,0,0,1,0,0
#independentGaps,83,mergeSort,1077,989,67,1,0,20,12
#independentGaps,84,inputTree,255,244,0,0,9,2,0
#independentGaps,84,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,84,merge,1,0,0,0,1,0,0
#independentGaps,84,mergeSort,1077,802,220,5,0,50,58
#independentGaps,85,inputTree,255,249,0,0,4,2,0
#independentGaps,85,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,85,merge,1,0,0,0,1,0,0
#independentGaps,85,mergeSort,1077,1046,20,1,0,10,3
#independentGaps,86,inputTree,255,244,0,0,9,2,0
#independentGaps,86,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,86,merge,1,0,0,0,1,0,0
#independentGaps,86,mergeSort,1077,804,218,7,0,48,58
#independentGaps,87,inputTree,255,246,0,0,7,2,0
#independentGaps,87,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,87,merge,1,0,0,0,1,0,0
#independentGaps,87,mergeSort,1077,816,209,5,0,47,55
#independentGaps,88,inputTree,255,245,0,0,8,2,0
#independentGaps,88,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,88,merge,1,0,0,0,1,0,0
#independentGaps,88,mergeSort,1077,564,410,2,0,101,119
#independentGaps,89,inputTree,255,251,0,0,2,2,0
#independentGaps,89,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,89,merge,1,0,0,0,1,0,0
#independentGaps,89,mergeSort,1077,1052,12,3,0,10,1
#independentGaps,90,inputTree,255,250,0,0,3,2,0
#independentGaps,90,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,90,merge,1,0,0,0,1,0,0
#independentGaps,90,mergeSort,1077,1053,12,3,0,9,1
#independentGaps,91,inputTree,255,252,0,0,1,2,0
#independentGaps,91,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,91,merge,1,0,0,0,1,0,0
#independentGaps,91,mergeSort,1077,1060,8,1,0,8,0
#independentGaps,92,inputTree,255,246,0,0,7,2,0
#independentGaps,92,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,92,merge,1,0,0,0,1,0,0
#independentGaps,92,mergeSort,1077,802,199,6,0,70,75
#independentGaps,93,inputTree,255,246,0,0,7,2,0
#independentGaps,93,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,93,merge,1,0,0,0,1,0,0
#independentGaps,93,mergeSort,1077,955,82,1,0,39,25
#independentGaps,94,inputTree,255,243,0,0,10,2,0
#independentGaps,94,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,94,merge,1,0,0,0,1,0,0
#independentGaps,94,mergeSort,1077,598,363,6,0,110,130
#independentGaps,95,inputTree,255,245,0,0,8,2,0
#independentGaps,95,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,95,merge,1,0,0,0,1,0,0
#independentGaps,95,mergeSort,1077,602,357,7,0,111,131
#independentGaps,96,inputTree,255,242,0,0,11,2,0
#independentGaps,96,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,96,merge,1,0,0,0,1,0,0
#independentGaps,96,mergeSort,1077,593,372,7,0,105,122
#independentGaps,97,inputTree,255,243,0,0,10,2,0
#independentGaps,97,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,97,merge,1,0,0,0,1,0,0
#independentGaps,97,mergeSort,1077,589,378,5,0,105,122
#independentGaps,98,inputTree,255,244,0,0,9,2,0
#independentGaps,98,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,98,merge,1,0,0,0,1,0,0
#independentGaps,98,mergeSort,1077,588,374,7,0,108,124
#independentGaps,99,inputTree,255,250,0,0,3,2,0
#independentGaps,99,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,99,merge,1,0,0,0,1,0,0
#independentGaps,99,mergeSort,1077,1040,20,4,0,13,1
#independentGaps,100,inputTree,255,252,0,0,1,2,0
#independentGaps,100,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,100,merge,1,0,0,0,1,0,0
#independentGaps,100,mergeSort,1077,1055,6,5,0,11,0
#independentGaps,101,inputTree,255,252,0,0,1,2,0
#independentGaps,101,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,101,merge,1,0,0,0,1,0,0
#independentGaps,101,mergeSort,1077,1050,11,4,0,12,0
#independentGaps,102,inputTree,255,242,0,0,11,2,0
#independentGaps,102,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,102,merge,1,0,0,0,1,0,0
#independentGaps,102,mergeSort,1077,767,216,0,0,94,73
#independentGaps,103,inputTree,255,250,0,0,3,2,0
#independentGaps,103,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,103,merge,1,0,0,0,1,0,0
#independentGaps,103,mergeSort,1077,1047,12,4,0,14,1
#independentGaps,104,inputTree,255,252,0,0,1,2,0
#independentGaps,104,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,104,merge,1,0,0,0,1,0,0
#independentGaps,104,mergeSort,1077,1051,12,4,0,10,0
#independentGaps,105,inputTree,255,251,0,0,2,2,0
#independentGaps,105,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,105,merge,1,0,0,0,1,0,0
#independentGaps,105,mergeSort,1077,1040,28,0,0,9,2
#independentGaps,106,inputTree,255,245,0,0,8,2,0
#independentGaps,106,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,106,merge,1,0,0,0,1,0,0
#independentGaps,106,mergeSort,1077,786,203,7,0,81,50
#independentGaps,107,inputTree,255,247,0,0,6,2,0
#independentGaps,107,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,107,merge,1,0,0,0,1,0,0
#independentGaps,107,mergeSort,1077,800,194,4,0,79,48
#independentGaps,108,inputTree,255,251,0,0,2,2,0
#independentGaps,108,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,108,merge,1,0,0,0,1,0,0
#independentGaps,108,mergeSort,1077,1043,19,3,0,12,1
#independentGaps,109,inputTree,255,251,0,0,2,2,0
#independentGaps,109,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,109,merge,1,0,0,0,1,0,0
#independentGaps,109,mergeSort,1077,1053,10,4,0,10,1
#independentGaps,110,inputTree,255,243,0,0,10,2,0
#independentGaps,110,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,110,merge,1,0,0,0,1,0,0
#independentGaps,110,mergeSort,1077,802,206,3,0,66,58
#independentGaps,111,inputTree,255,245,0,0,8,2,0
#independentGaps,111,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,111,merge,1,0,0,0,1,0,0
#independentGaps,111,mergeSort,1077,810,198,2,0,67,57
#independentGaps,112,inputTree,255,250,0,0,3,2,0
#independentGaps,112,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,112,merge,1,0,0,0,1,0,0
#independentGaps,112,mergeSort,1077,1045,14,6,0,12,0
#independentGaps,113,inputTree,255,249,0,0,4,2,0
#independentGaps,113,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,113,merge,1,0,0,0,1,0,0
#independentGaps,113,mergeSort,1077,1042,14,6,0,15,1
#independentGaps,114,inputTree,255,252,0,0,1,2,0
#independentGaps,114,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,114,merge,1,0,0,0,1,0,0
#independentGaps,114,mergeSort,1077,1038,24,1,0,14,0
#independentGaps,115,inputTree,255,252,0,0,1,2,0
#independentGaps,115,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,115,merge,1,0,0,0,1,0,0
#independentGaps,115,mergeSort,1077,1055,5,5,0,12,0
#independentGaps,116,inputTree,255,249,0,0,4,2,0
#independentGaps,116,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,116,merge,1,0,0,0,1,0,0
#independentGaps,116,mergeSort,1077,851,166,0,0,60,48
#independentGaps,117,inputTree,255,250,0,0,3,2,0
#independentGaps,117,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,117,merge,1,0,0,0,1,0,0
#independentGaps,117,mergeSort,1077,966,73,1,0,37,19
